id,user_id,title,content,type,read,created_at,updated_at
facb8b62-b4a0-4e2e-a1d2-1a117e8c006c,user-96,Ducimus saepe doloribus animi velit et.,Maiores at fugiat consequatur itaque totam. Officiis vero rerum vero ut. Non voluptatibus deserunt facilis.,System,True,2025-08-30T08:48:46.263753,2025-06-16T07:25:01.172561
71ef622a-8020-4830-8fe2-abbdfb08659e,user-96,A nemo nemo consectetur sunt.,"Each father phone investment. Alone difficult necessary effort.
Key middle pick product. To technology officer the sit physical think produce. Everyone note yourself.",Association Request,False,2025-02-27T18:11:55.146903,2024-11-11T02:09:24.639546
d1a32b25-7a78-43f1-8973-1cab0dc736c1,user-76,Huge record party alone yet loss.,Dream speech court chance economic religious outside. Far else wrong suddenly participant. Together remember recognize wish across against.,System,True,2025-08-26T22:01:22.224687,2025-09-07T14:24:52.383509
6b127045-b7f4-4378-81e3-1133e8137205,user-9,Aperiam possimus explicabo autem repellat.,Quis eos quis commodi dolorum ab velit. Dicta distinctio incidunt similique debitis ea soluta nihil. Architecto ex quod modi asperiores. Nisi fugiat nisi soluta.,System,False,2025-05-03T00:20:52.632213,2024-11-25T17:01:35.044239
adcc4347-b7f9-4e40-9a55-b9aa109eb296,user-14,Small have cup matter share.,"Which along mission case herself trial manager believe. Reveal reduce leave federal since.
Shake nothing major discussion significant poor.
Staff however common forget. To when radio guess value.",Association Request,True,2025-03-12T16:58:21.233752,2025-05-06T14:37:38.830532
8802de4e-bc1e-48ee-88d7-1a351ac55244,user-64,Box firm play election break.,Respond increase young hand yeah ask ready. Interview matter often social.,System,True,2024-11-16T13:45:10.263226,2025-04-05T02:04:58.524494
cdb5d8ca-7d49-4b86-95ae-053a7c091db2,user-43,Nesciunt beatae deleniti nihil rerum expedita.,"Television small group more pick. Development project author region security.
Story eat structure night pick green response. Effect no skill current.",System,True,2024-12-05T20:11:19.526947,2025-05-07T11:44:26.771556
8b1bdeca-8757-42bb-98ec-c19ea8188774,user-60,Will stand movie house.,"Quasi ducimus fugiat ab eaque non eaque. Saepe necessitatibus ad minima provident.
Exercitationem totam soluta tenetur nisi quis itaque. Eos aut adipisci.",System,False,2024-10-20T11:24:13.066395,2025-01-17T15:27:24.579787
46c35475-6c88-4c74-8fb8-74d7d148c8c8,user-2,Atque architecto iste amet voluptates consectetur.,"Buy design leg according. General eat line office popular church.
Parent garden with write that community itself. Truth collection most human ever peace.",System,True,2025-01-31T00:37:12.684280,2024-10-22T22:50:16.367387
2773bfee-7c0e-4636-845f-3bdf65b78532,user-84,Magnam vel nostrum ipsum eum officia.,"Center push similar senior parent whole provide. Energy old investment her audience trouble case.
Truth blue finally simple authority no city. Difference occur sell pattern.",Association Request,True,2024-10-14T17:08:20.096083,2025-07-26T11:19:44.220318
0fa739a4-48b0-4837-a147-b5f323734e2c,user-26,Speech gun agent hold.,Suscipit deleniti distinctio dicta quo minima commodi facilis. Dignissimos pariatur voluptates ducimus aperiam.,System,True,2025-07-30T23:54:44.050542,2025-08-22T10:20:39.909381
b236ce6b-2416-45e1-ad3e-ae080cb135af,user-62,Quae soluta sapiente debitis cumque.,"Quibusdam nisi quod.
Necessitatibus voluptatum at quaerat reiciendis repellat. Minus eius nam. Tempora enim laboriosam ut voluptate.",Association Request,True,2024-12-08T10:43:34.237408,2025-04-10T06:38:18.597869
123fc2f4-5b3c-4cd0-a5d7-14961c960010,user-83,Dinner since over.,"Facilis alias aspernatur exercitationem. Quibusdam architecto laborum dicta amet cum quae. Fugit vel laborum ducimus.
Assumenda consequuntur ipsam officiis repellat molestiae blanditiis.",System,True,2025-07-11T19:18:25.840069,2025-07-20T12:16:17.269714
e2f6906b-c762-489c-84ff-344d4ae5b0e7,user-12,Why true back high scene.,Growth blue production color agree write finish. Country that pattern into language table case. Minute class blue why garden politics while. Actually these blue fine help.,System,False,2024-12-31T21:16:51.680724,2025-06-27T23:01:04.532007
a9d52489-848e-4ee2-bf18-79f68511ce05,user-6,Porro eum dolorum atque.,College campaign also student probably our issue. Help cell develop view. Seven network per stop.,System,True,2024-12-19T23:15:09.363618,2025-08-21T09:31:36.314922
68e225ba-e1d5-48f4-9c9e-b1e4e9bae3b4,user-44,Odit soluta occaecati excepturi.,"Although seek always picture within scientist there.
Mrs reflect sound least would. Single her front between. Soon election real worker.",System,True,2024-12-14T12:19:27.929481,2025-01-10T05:10:19.550824
018f7b5a-faf8-4d2e-a1ab-8a387960b9e4,user-58,Face task meeting.,"Architecto harum voluptas quia. Quam atque nihil distinctio modi inventore. Expedita earum cumque eum labore illum quod.
Laudantium nesciunt saepe ab deserunt. Quisquam iste facere fugit et.",System,False,2024-12-14T19:07:44.044253,2025-08-27T08:02:56.801218
be6c8bbf-04ab-4103-b33f-2efc3f87d4a3,user-90,Full feeling thus game nor nearly.,Officiis a perspiciatis doloribus ex odit. Consequatur officiis nemo eos. Ducimus officia culpa fugiat.,Association Request,True,2025-07-04T16:25:20.714648,2025-04-11T20:36:51.615390
44e072f8-92f7-4095-978a-775ea8df35e9,user-59,Neque doloremque inventore.,Accusamus sit laborum nesciunt in. Rerum vitae ut nobis vitae eum.,System,False,2025-07-11T20:48:10.034653,2025-08-20T10:15:39.124045
7f1eb334-952e-444b-9df5-7beea2633bfa,user-86,Final give support around special glass.,"Laboriosam dolorum laudantium vero voluptates qui nisi. Aliquam officiis iste.
Nostrum perspiciatis doloremque quos molestiae repudiandae labore. Sequi repellendus reiciendis explicabo architecto.",System,True,2025-06-08T14:39:31.504884,2025-02-11T00:26:34.289207
82c590ba-374d-4f96-83a2-b164088a834a,user-17,Low born official billion assume main.,"Nihil incidunt dolor amet culpa. Aspernatur reiciendis blanditiis temporibus numquam distinctio.
Earum optio accusantium similique maxime reprehenderit facere.",Association Request,False,2024-12-24T13:32:42.657171,2025-06-08T17:12:52.764575
fddc9cce-1059-4e47-babb-9b2c242dddf2,user-99,Fugit vitae soluta illum.,"Voluptatum illo adipisci. Id maiores est blanditiis culpa eius illum.
Inventore quas quis veniam ex.",System,True,2025-04-18T05:51:44.645487,2025-06-16T18:48:14.759939
24cdc7dc-6503-4087-b41d-76f984d7f46a,user-86,Learn Mr than popular rate.,Error vitae corrupti pariatur nemo provident incidunt. Similique vel minima facilis. Tenetur atque expedita.,Association Request,False,2025-06-05T22:09:22.818708,2025-09-11T10:15:22.933637
bcbfa273-1157-48d9-90ef-b056f46c66d4,user-76,Expedita corporis saepe possimus soluta illum.,"Voluptas libero optio blanditiis error. Cupiditate nam reiciendis temporibus est labore eligendi.
Error fugiat modi voluptates ducimus natus. Quo nesciunt saepe commodi.",System,False,2025-03-06T00:05:36.875743,2024-11-04T21:06:00.965021
3649e8b4-5ff1-48e9-96d8-62db91097411,user-82,Wonder test who maybe.,"Level control force government body myself whether. Gas there create.
Remain catch building raise trip. Bill American stand.",System,False,2024-11-27T07:42:56.377576,2025-07-20T23:15:55.288843
84ccd15e-0a9e-49c1-8a44-b88f060c6fdd,user-39,Politics ability share federal phone nothing.,By magazine today discussion.,Association Request,False,2025-03-16T10:51:37.453510,2025-03-26T08:09:20.726884
a7fb3423-425d-45a9-9305-f2b8206579c8,user-3,Sequi pariatur quo praesentium voluptatum.,Eaque accusamus quibusdam expedita esse ad numquam. Commodi officia alias et. Maiores sequi minus officiis fugiat amet.,System,True,2024-10-20T17:55:20.058279,2025-03-05T21:34:02.540290
b4cd59b0-b6aa-4627-a0fa-289f9fe73ab5,user-97,Autem sit eveniet.,"Amount agreement agent scientist nothing forward. Hundred class stand bed recently certainly.
Open black know business low more. Near eye staff age responsibility.",Association Request,False,2025-03-15T14:14:04.387240,2025-07-12T15:45:03.546577
d3c2ac94-d946-48ec-9090-4f6fc92458bb,user-80,Quia quibusdam laboriosam.,"Nostrum earum quo harum magnam qui eaque. Ad cupiditate rem ipsa.
Beatae saepe aliquam cupiditate hic. Suscipit harum recusandae veritatis ex libero totam. In rem veritatis tempore maxime.",System,False,2025-09-19T17:50:00.535790,2025-01-23T19:41:30.358946
2d609061-ebd7-4a70-9fed-5742a5c35f77,user-52,Girl cell smile.,Program effect travel forget true. Enter improve support project from TV radio government.,Association Request,True,2025-03-12T20:11:10.641827,2025-03-11T13:26:11.884616
73cead92-a9d8-4b25-826c-838e260de092,user-35,Eligendi nostrum tenetur cum quas esse.,Odio dolorem tempora voluptates voluptates minima rerum. Modi repellendus magni dignissimos quasi. Soluta ipsam magnam quia perspiciatis debitis natus.,Association Request,False,2024-11-06T22:20:38.745229,2025-08-02T15:13:48.875162
55f8db58-f678-499b-b60f-800b217d0fd1,user-72,Modi quia perferendis quia quisquam.,"Son political large toward meet.
Believe international peace whose voice.
Moment recognize yes would training much design. Picture center hit anything institution.",Association Request,False,2025-04-07T22:22:39.320992,2025-04-30T02:20:12.216794
3e09642f-0d71-45c8-95d5-c180a87a1fcb,user-24,Quae labore labore officia.,"You method because century. Week mind join brother which.
Under mother red should. Window gas none leg bring. Guy really as movement sport activity per.",Association Request,True,2024-12-10T11:00:52.216902,2025-06-25T20:15:45.245408
316f4372-e7b0-44cb-a522-d9f4feacb3bd,user-99,Iste enim enim officiis exercitationem.,Need traditional record meeting despite. Might quality carry coach. Town usually opportunity civil four my explain federal. Allow TV raise someone.,Association Request,False,2024-10-14T08:46:43.485733,2025-06-19T03:19:24.810684
af4dd1df-6ea7-4a7f-8adf-b76023e1b875,user-55,Opportunity decision water apply.,Race fund tree against reflect early. Computer future certain huge sit year just. Man various yes.,System,True,2025-02-21T20:10:43.849616,2024-12-28T16:36:21.500716
03a266e6-b037-49a7-bfe5-73083882d275,user-23,Totam dolorum atque distinctio.,Distinctio aliquid laborum facere sequi mollitia. Alias error dignissimos repellat. Ipsa reiciendis suscipit possimus nemo.,Association Request,True,2025-02-12T22:11:18.518447,2024-12-16T00:04:04.305094
49c73c39-e71f-4ca4-8a09-0b3d1b015906,user-65,Nulla animi quod maxime vel distinctio.,Available commercial common kid. Interview partner common writer dark stock admit TV. Box say its white.,Association Request,False,2025-06-28T03:32:47.339059,2024-11-04T09:38:02.205904
6957e6fb-c411-4045-9d28-5a407736d196,user-85,Laboriosam non magni.,"Deleniti aspernatur voluptate veritatis debitis. A non iste excepturi sequi totam.
Itaque harum voluptatibus placeat inventore ratione natus.",System,True,2025-07-09T22:34:21.988763,2025-04-14T13:45:24.438019
fc8a6966-c942-44aa-970b-f60f397fd0fd,user-98,Iure quam aperiam facere inventore.,Officiis quasi nam aspernatur ipsum. In aspernatur deserunt nam tenetur fuga distinctio.,Association Request,True,2025-07-14T00:09:58.268870,2025-01-12T04:31:55.554752
d0c21ad8-ac26-4cd6-a1a5-f153d7225c0b,user-85,Ipsam atque ipsa voluptatum.,Nostrum reiciendis dolor maxime doloribus doloribus. Odit excepturi eos eveniet rem placeat. Vitae necessitatibus doloremque soluta neque aspernatur.,System,True,2025-01-26T06:21:10.695083,2025-04-15T07:54:58.427425
277a7b5b-9021-477f-872d-f0fc35d9b967,user-13,Aliquid laborum sunt id.,Many figure perhaps manage method. Nice possible type from box pressure none. Seem sign popular late conference party billion condition. Spring indicate since should market time.,System,False,2025-09-14T06:28:00.646376,2025-04-09T12:29:35.787017
d19a681f-de4e-451d-8150-76057bc0cc25,user-11,Fuga esse maxime eaque accusantium.,Delectus rem laborum quae deleniti fugiat. Deleniti minima excepturi perspiciatis excepturi molestiae. Inventore voluptates qui soluta fugiat similique odit.,System,True,2025-08-08T01:40:22.420079,2025-06-17T09:24:37.024176
95302b69-b687-4c80-96cc-4cb132f69f75,user-93,Official image treatment.,Totam aspernatur accusantium consectetur aut similique nostrum placeat. Dolorum dolore aspernatur consectetur impedit tempora nulla.,System,False,2025-04-24T17:54:07.699144,2024-12-11T09:05:24.298124
4bc8688e-49ba-4b88-8536-2e3c662443e2,user-93,Maybe step turn.,"Task system card old age. Act mean responsibility growth dinner behind.
Social increase phone realize travel office its. Majority quality however them.",System,False,2025-09-16T04:49:26.843004,2024-11-06T18:09:40.660766
f6b0ae7d-735c-4808-a1ac-9d96b7a5eb98,user-27,Ducimus autem ipsam beatae.,Nihil dolorum officia magnam eveniet saepe. Repellat impedit quos doloribus sint nemo placeat maiores. Commodi in delectus asperiores ullam rerum occaecati.,System,False,2025-05-20T01:35:14.931288,2025-07-01T18:20:21.414450
85ddc5aa-de7c-4ee4-9ca6-593a40fe9ef2,user-73,Evidence very give former performance some.,"Mollitia aliquid optio officiis nobis repellat doloremque. Laudantium expedita commodi dolore voluptatibus.
Debitis quia dicta reiciendis pariatur excepturi quam dignissimos.",System,False,2025-01-18T01:04:20.984625,2025-04-27T09:14:05.371448
bb8996c2-7538-4bd5-9f21-58df4bd920b4,user-32,Toward create offer make.,"Forward create college. Value physical sing follow.
Skill information generation century environmental us.
Prepare type less.",Association Request,False,2024-11-12T12:48:17.456357,2024-10-27T16:00:19.570081
5c2ccf0d-45ca-4f20-92a5-c29b47cfb401,user-35,Eum impedit numquam natus.,Accusantium aperiam sit rem. Repellendus rem fuga voluptate soluta perferendis.,System,True,2025-04-08T16:45:59.707978,2025-03-19T10:30:53.861097
60fad9b5-3c35-44ad-9a2c-93b5e3f10b48,user-66,Manage bad professor right.,Run whatever strong us fact. Firm simple edge wear discover build modern.,Association Request,False,2025-07-17T12:03:24.323861,2025-03-28T03:36:25.703819
b1065bf7-a7d9-44ff-8323-c75a7147592d,user-32,Through anyone already hit.,Hour indicate animal red force. Adult his news manage quite sense. Once who audience central agent decide. Move old draw behavior go commercial.,System,False,2025-09-13T14:55:57.213164,2024-11-29T21:28:29.212937
